new_data/combined_76eda95f-257d-41dd-95a1-284ca79f3c79.mp3,She likes to sing along to her favorite songs loudly.
new_data/combined_4f89bc1a-8c7b-4b9c-a93e-696705e61fcc.mp3,There is a leak in the roof that needs fixing soon.
new_data/combined_51e0cf1f-a66c-4e50-9d22-93f6f0b7be7c.mp3,She brought her favorite book to read on the train.
new_data/combined_53aced17-dce0-4c89-b564-0fbd30c5e622.mp3,The wicker chair on the porch creaked in the wind.
new_data/combined_da7fb269-83b5-440c-8677-2c925ca27a98.mp3,"The hikers sat down on a large, smooth rock."
data/F_F03_Session3_0038.wav,some hotels are available nearby
new_data/combined_64a67b36-a4bc-4873-9b25-024c02ef51ab.mp3,The bird built a cozy nest in the tall tree.
new_data/combined_a891b221-514c-431a-b44b-1faa1cc8edaf.mp3,I love to ride my bike along the beach path.
new_data/combined_3b19890a-c569-461e-8350-d5ef335f6dd5.mp3,"He didn't mean to spit, it was an accident."
new_data/combined_7f2b6584-fa51-4572-8a4b-3cef7b0a97b3.mp3,I'm going to the shop to buy some groceries later.
new_data/combined_5ab71da4-78c2-4008-b691-51f241d5c3ec.mp3,The stars sparkled brightly in the dark night sky.
new_data/combined_a4e53750-89b3-496d-936e-83c8dbf99e34.mp3,I love to snack on crispy potato chips for lunch.
new_data/combined_9de1c96e-d671-453e-917d-ce231152fb2e.mp3,The cows grazed peacefully on the green hill.
new_data/combined_28b32abd-b56c-43d3-a65e-c4ad3cafbf63.mp3,She threw the dart and hit the bullseye perfectly.
new_data/combined_103ec91c-304b-4fdc-85e7-fbbaec248d3c.mp3,The red roses brightened up the gloomy garden.
new_data/combined_2c4a8764-cd80-43b1-b2ab-152b55bcb25d.mp3,He was plagued by guilt after committing the sin.
data/F_F03_Session3_0007.wav,people who value themselves are life's winners
new_data/combined_3a165e93-33a5-4a4e-a261-aacd1a012acf.mp3,The geese honked loudly as they flew overhead.
new_data/combined_88f95a68-e401-4332-9d3d-09722a9aaff2.mp3,The boy's jacket had a broken zip on it.
new_data/combined_8963a65f-f59c-4d76-8dfa-713406cf52a7.mp3,The spark ignited a flame that lit up the night sky.
new_data/combined_b1d11938-7323-4110-8f26-cbcd938f448f.mp3,She decided to sell her old car for cash.
new_data/combined_6ff5aac1-e7da-45ff-aa00-c05c1916bf49.mp3,The serene lake reflected the brilliant colors of the sunset.
new_data/combined_9ae7e801-54bf-402f-8800-d1548761ac77.mp3,I need to write a letter to my friend today.
new_data/combined_06c13163-e591-41f9-9b87-66575da72777.mp3,She received a nice compliment from her co-worker today.
data/F_F03_Session3_0199.wav,help greg to pick a peck of potatoes
new_data/combined_5df57e63-f5c3-4663-b406-94ff19abf232.mp3,The farmer fed the hungry animals in the barn.
data/F_F03_Session3_0172.wav,the wait for work can be very long
new_data/combined_acc18283-8437-4408-abcb-c0871636cabe.mp3,Please select the best option from the menu.
data/F_F03_Session3_0162.wav,night after night they received annoying phone calls
new_data/combined_d88af139-8980-4ffa-b72a-f7474ddae1f7.mp3,She tried to spit out the bad taste quickly.
new_data/combined_a4046782-e9a5-4055-b2ea-5cf6c2c6950d.mp3,The Sierra Nevada mountains are a popular destination for hikers.
new_data/combined_5e73e673-9878-4fb5-bd9c-d6a90294a922.mp3,"No worries, I can definitely help you with that."
data/F_F03_Session3_0214.wav,help celebrate your brother's success
new_data/combined_c5dbb3fa-8c44-4a03-baf8-5255bd8fc2b0.mp3,The villain's plan was wicked and full of deceit.
new_data/combined_f8be264b-914e-4daa-8b7f-971a0d22a4b4.mp3,I enjoy hiking in the Sierra Nevada mountains.
new_data/combined_dc41a416-d47f-40a9-8a75-ec04b91c9e0e.mp3,I hired a sitter to watch my children tonight.
data/F_F03_Session3_0188.wav,he wrapped the package hastily
new_data/combined_3d4ba993-8250-4224-9260-dfb473114f1f.mp3,She tied a secure knot to hold the rope tight.
new_data/combined_1d85a497-2261-4120-8fa0-65b4baefbd57.mp3,The photographer had to shoot quickly before the sun set.
new_data/combined_e435688d-b0d3-467c-b85f-090272297b6d.mp3,I like to sip a warm cup of tea.
new_data/combined_9df803e8-2291-4810-bf44-a6d8f0440531.mp3,The chef used a special technique to blend the flavors.
data/F_F03_Session3_0001.wav,trespassers can be prosecuted and fined
new_data/combined_254a4f64-e63b-4f5e-8bba-f01db217616e.mp3,"She folded the crisp, white sheet before putting it away."
new_data/combined_42819976-ccc3-4a8c-bfd2-82578000a48b.mp3,The students wore their new school uniforms with pride.
new_data/combined_d4468eff-e65a-4667-a479-0d5658e66292.mp3,The artist used various colors to blend a beautiful masterpiece.
new_data/combined_7145ff16-2b27-48ec-88c1-cb0c9bd43500.mp3,She tied a tight knot in the rope.
data/F_F03_Session3_0174.wav,you want him to do well
new_data/combined_5e62b63e-3c17-423f-a7c0-2ae2a94cfa17.mp3,My neighbor is a proud Yankee from New York City.
new_data/combined_5ce107e6-1739-42ed-92f6-994c87db635d.mp3,The hunter aimed carefully and then took the shot.
data/F_F03_Session3_0107.wav,a good attitude is unbeatable
new_data/combined_6da305c0-c8ce-4353-9dd2-df71869b061c.mp3,The goat peacefully grazed in the meadow under the sun.
new_data/combined_775bfd3b-9c4a-4c33-a84a-76b53519a3f5.mp3,She enjoys taking her dog for a walk every evening.
data/F_F03_Session3_0067.wav,each one volunteered to jump first
new_data/combined_487d2602-1dc3-400b-8db1-9bc568915e85.mp3,She bought two apples at the grocery store today.
data/F_F03_Session3_0099.wav,the hotel owner shrugged
new_data/combined_1598c1dd-6bbd-4936-92fb-e11e05b37766.mp3,I will eat a delicious dinner with my family tonight.
new_data/combined_12713d94-fa93-4d5d-8c2f-81d02dc78aee.mp3,I sleep deeply on my comfortable bed every night.
new_data/combined_b722459e-6a39-44a2-b842-eaef9113f248.mp3,I always keep some cash in case of emergencies.
new_data/combined_d544ca46-17f7-459d-be54-a6a7bbe5bb30.mp3,The Zulu tribe is known for its vibrant cultural traditions.
new_data/combined_b6b0082f-39b0-4256-a231-555969ac6e89.mp3,The weather outside is really nice and sunny today.
new_data/combined_404010b1-52d7-4041-8da2-a9bd55494d7c.mp3,The mountain climber scaled the steep rock with determination.
new_data/combined_67b09077-a2f4-42a2-a18e-feb80c17ace0.mp3,The new car wax made the surface even slicker.
new_data/combined_cf6281ba-d861-45c4-ac45-b263d97206ad.mp3,She was determined to rid her house of clutter.
new_data/combined_a7a62c4e-ad08-4eff-af74-8dc1ba79d777.mp3,The recipe calls for a kilo of fresh vegetables.
data/F_F03_Session3_0058.wav,each one volunteered to jump first
new_data/combined_d1f914d4-3273-4736-bc81-25447ee37dc4.mp3,She heard the soft tread of footsteps behind her.
new_data/combined_b338328a-3f0b-49d6-a27c-9fb0aaf21062.mp3,The legal case involves a serious tort committed by the defendant.
data/F_F03_Session3_0065.wav,there was only one decision to be made
new_data/combined_c34c7371-99d9-4662-b203-67ea91d5e50f.mp3,The basketball court was empty early in the morning.
data/F_F03_Session3_0105.wav,you can ride stagecoach
new_data/combined_9f1c2d31-b39e-4f2e-91b0-2afccca4cd8c.mp3,She used the shredder to shred important documents.
new_data/combined_b55847a3-a8ce-4b4c-8546-2a86e80582c1.mp3,The dirty dishes piled up in the sink.
new_data/combined_c5c3bfa0-9ecb-4ce6-ac9d-f94082656bbe.mp3,Be careful not to rip your favorite t-shirt!
data/F_F03_Session3_0101.wav,i've kept it with me ever since
new_data/combined_667a6967-38be-472e-a8c7-85ef241d13cd.mp3,The geese flew south for the winter in formation.
new_data/combined_193bd716-8c07-4897-8c64-18393e2c3790.mp3,She used a fork to eat her spaghetti at lunch.
new_data/combined_6937aa35-53b2-40fe-9657-694a60761a8a.mp3,The dress sparkled with glitter as she danced under the lights.
new_data/combined_0d6e536f-849b-4416-8b5d-4ff894ff4d14.mp3,She smiled at him from across the room.
